Abreviatura,Valor,id_sistema,data,Sistema
Q Guarat.,0.357,5,2016-07-31,Rio Claro
Q EEAB Bir,1.97,1,2016-08-31,Alto Tietê
Q RG-Taiaçupeba,2.63,1,2016-08-31,Alto Tietê
Q Transf Guaió,0.3,1,2016-08-31,Alto Tietê
Q Rev.Capiv.,1.433,2,2016-08-31,Guarapiranga
Q Rev.Taquac.,0,2,2016-08-31,Guarapiranga
Q RP-RG,2.55,4,2016-08-31,Rio Grande
Q Guarat.,0.484,5,2016-08-31,Rio Claro
Q EEAB Bir,0.81,1,2016-09-30,Alto Tietê
Q RG-Taiaçupeba,0.986,1,2016-09-30,Alto Tietê
Q Transf Guaió,0.3,1,2016-09-30,Alto Tietê
Q Rev.Capiv.,1.433,2,2016-09-30,Guarapiranga
Q Rev.Taquac.,3.59,2,2016-09-30,Guarapiranga
Q RP-RG,3.6,4,2016-09-30,Rio Grande
Q Guarat.,0.484,5,2016-09-30,Rio Claro
Q EEAB Bir,2.2,1,2016-10-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2016-10-31,Alto Tietê
Q Transf Guaió,0.373,1,2016-10-31,Alto Tietê
Q Rev.Capiv.,1.72,2,2016-10-31,Guarapiranga
Q Rev.Taquac.,4.09,2,2016-10-31,Guarapiranga
Q RP-RG,3.6,4,2016-10-31,Rio Grande
Q Guarat.,0,5,2016-10-31,Rio Claro
Q EEAB Bir,3.82,1,2016-11-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2016-11-30,Alto Tietê
Q Transf Guaió,0,1,2016-11-30,Alto Tietê
Q Rev.Capiv.,0,2,2016-11-30,Guarapiranga
Q Rev.Taquac.,0,2,2016-11-30,Guarapiranga
Q RP-RG,0,4,2016-11-30,Rio Grande
Q Guarat.,0.484,5,2016-11-30,Rio Claro
Q EEAB Bir,3.36,1,2016-12-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2016-12-31,Alto Tietê
Q Transf Guaió,0.375,1,2016-12-31,Alto Tietê
Q Rev.Capiv.,0,2,2016-12-31,Guarapiranga
Q Rev.Taquac.,0,2,2016-12-31,Guarapiranga
Q RP-RG,0,4,2016-12-31,Rio Grande
Q Guarat.,0.484,5,2016-12-31,Rio Claro
Q EEAB Bir,3.91,1,2017-01-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2017-01-31,Alto Tietê
Q Transf Guaió,0.371,1,2017-01-31,Alto Tietê
Q Rev.Capiv.,0,2,2017-01-31,Guarapiranga
Q Rev.Taquac.,0,2,2017-01-31,Guarapiranga
Q RP-RG,0,4,2017-01-31,Rio Grande
Q Guarat.,0.484,5,2017-01-31,Rio Claro
Q EEAB Bir,2.78,1,2017-02-28,Alto Tietê
Q RG-Taiaçupeba,0,1,2017-02-28,Alto Tietê
Q Transf Guaió,0.374,1,2017-02-28,Alto Tietê
Q Rev.Capiv.,0,2,2017-02-28,Guarapiranga
Q Rev.Taquac.,0,2,2017-02-28,Guarapiranga
Q RP-RG,0,4,2017-02-28,Rio Grande
Q Guarat.,0.484,5,2017-02-28,Rio Claro
Q EEAB Bir,1.04,1,2017-03-31,Alto Tietê
Q RG-Taiaçupeba,2.018,1,2017-03-31,Alto Tietê
Q Transf Guaió,0.355,1,2017-03-31,Alto Tietê
Q Rev.Capiv.,0,2,2017-03-31,Guarapiranga
Q Rev.Taquac.,0,2,2017-03-31,Guarapiranga
Q RP-RG,0,4,2017-03-31,Rio Grande
Q Guarat.,0.484,5,2017-03-31,Rio Claro
Q EEAB Bir,1.5,1,2017-04-30,Alto Tietê
Q RG-Taiaçupeba,2.677,1,2017-04-30,Alto Tietê
Q Transf Guaió,0.383,1,2017-04-30,Alto Tietê
Q Rev.Capiv.,0.86,2,2017-04-30,Guarapiranga
Q Rev.Taquac.,0,2,2017-04-30,Guarapiranga
Q RP-RG,0,4,2017-04-30,Rio Grande
Q Guarat.,0.484,5,2017-04-30,Rio Claro
Q EEAB Bir,3.59,1,2017-05-31,Alto Tietê
Q RG-Taiaçupeba,2.75,1,2017-05-31,Alto Tietê
Q Transf Guaió,0.4,1,2017-05-31,Alto Tietê
Q Rev.Capiv.,1.433,2,2017-05-31,Guarapiranga
Q Rev.Taquac.,0,2,2017-05-31,Guarapiranga
Q Guarat.,0.484,5,2017-05-31,Rio Claro
Q EEAB Bir,2.08,1,2017-06-30,Alto Tietê
Q RG-Taiaçupeba,1.318,1,2017-06-30,Alto Tietê
Q Transf Guaió,0.364,1,2017-06-30,Alto Tietê
Q Rev.Capiv.,0,2,2017-06-30,Guarapiranga
Q Rev.Taquac.,0,2,2017-06-30,Guarapiranga
Q RP-RG,0,4,2017-06-30,Rio Grande
Q Guarat.,0.484,5,2017-06-30,Rio Claro
Q EEAB Bir,0.93,1,2017-07-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2017-07-31,Alto Tietê
Q Transf Guaió,0.37,1,2017-07-31,Alto Tietê
Q Rev.Capiv.,0,2,2017-07-31,Guarapiranga
Q Rev.Taquac.,0,2,2017-07-31,Guarapiranga
Q RP-RG,0,4,2017-07-31,Rio Grande
Q Guarat.,0.484,5,2017-07-31,Rio Claro
Q EEAB Bir,1.16,1,2017-08-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2017-08-31,Alto Tietê
Q Transf Guaió,0.38,1,2017-08-31,Alto Tietê
Q Rev.Capiv.,0.6,2,2017-08-31,Guarapiranga
Q Rev.Taquac.,0,2,2017-08-31,Guarapiranga
Q RP-RG,0,4,2017-08-31,Rio Grande
Q Guarat.,0.484,5,2017-08-31,Rio Claro
Q EEAB Bir,0,1,2017-09-30,Alto Tietê
Q RG-Taiaçupeba,0.31,1,2017-09-30,Alto Tietê
Q Transf Guaió,0,1,2017-09-30,Alto Tietê
Q Rev.Capiv.,0.645,2,2017-09-30,Guarapiranga
Q Rev.Taquac.,1.37,2,2017-09-30,Guarapiranga
Q RP-RG,3.6,4,2017-09-30,Rio Grande
Q Guarat.,0.484,5,2017-09-30,Rio Claro
Q EEAB Bir,7.87,1,2017-10-31,Alto Tietê
Q RG-Taiaçupeba,2.16,1,2017-10-31,Alto Tietê
Q Transf Guaió,0,1,2017-10-31,Alto Tietê
Q Rev.Capiv.,1.43,2,2017-10-31,Guarapiranga
Q Rev.Taquac.,3.1,2,2017-10-31,Guarapiranga
Q RP-RG,0,4,2017-10-31,Rio Grande
Q Guarat.,0.484,5,2017-10-31,Rio Claro
Q EEAB Bir,6.13,1,2017-11-30,Alto Tietê
Q RG-Taiaçupeba,2.67,1,2017-11-30,Alto Tietê
Q Transf Guaió,0,1,2017-11-30,Alto Tietê
Q Rev.Capiv.,0.53,2,2017-11-30,Guarapiranga
Q Rev.Taquac.,3.1,2,2017-11-30,Guarapiranga
Q RP-RG,0,4,2017-11-30,Rio Grande
Q Guarat.,0.428,5,2017-11-30,Rio Claro
Q EEAB Bir,2.08,1,2017-12-31,Alto Tietê
Q RG-Taiaçupeba,2.5,1,2017-12-31,Alto Tietê
Q Transf Guaió,0,1,2017-12-31,Alto Tietê
Q Rev.Capiv.,1.52,2,2017-12-31,Guarapiranga
Q Rev.Taquac.,3.1,2,2017-12-31,Guarapiranga
Q RP-RG,0,4,2017-12-31,Rio Grande
Q Guarat.,0.283,5,2017-12-31,Rio Claro
Q PS-SC,0,0,2018-01-31,Cantareira
Q EEAB Bir,5.44,1,2018-01-31,Alto Tietê
Q RG-Taiaçupeba,0.624,1,2018-01-31,Alto Tietê
Q Transf Guaió,0,1,2018-01-31,Alto Tietê
Q Rev.Capiv.,1.43,2,2018-01-31,Guarapiranga
Q Rev.Taquac.,4,2,2018-01-31,Guarapiranga
Q RP-RG,0,4,2018-01-31,Rio Grande
Q Guarat.,0.44,5,2018-01-31,Rio Claro
Q PS-SC,0,0,2018-02-28,Cantareira
Q EEAB Bir,0,1,2018-02-28,Alto Tietê
Q RG-Taiaçupeba,2.38,1,2018-02-28,Alto Tietê
Q Transf Guaió,0,1,2018-02-28,Alto Tietê
Q Rev.Capiv.,1.25,2,2018-02-28,Guarapiranga
Q Rev.Taquac.,4.06,2,2018-02-28,Guarapiranga
Q RP-RG,0,4,2018-02-28,Rio Grande
Q Guarat.,0.429,5,2018-02-28,Rio Claro
Q PS-SC,0,0,2018-03-31,Cantareira
Q EEAB Bir,0,1,2018-03-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2018-03-31,Alto Tietê
Q Transf Guaió,0,1,2018-03-31,Alto Tietê
Q Rev.Capiv.,1.25,2,2018-03-31,Guarapiranga
Q Rev.Taquac.,0,2,2018-03-31,Guarapiranga
Q RP-RG,0,4,2018-03-31,Rio Grande
Q Guarat.,0.484,5,2018-03-31,Rio Claro
Q PS-SC,0,0,2018-04-30,Cantareira
Q EEAB Bir,0,1,2018-04-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2018-04-30,Alto Tietê
Q Transf Guaió,0,1,2018-04-30,Alto Tietê
Q Rev.Capiv.,0,2,2018-04-30,Guarapiranga
Q Rev.Taquac.,0,2,2018-04-30,Guarapiranga
Q RP-RG,0,4,2018-04-30,Rio Grande
Q Guarat.,0.484,5,2018-04-30,Rio Claro
Q PS-SC,8.64,0,2018-05-31,Cantareira
Q EEAB Bir,2.2,1,2018-05-31,Alto Tietê
Q RG-Taiaçupeba,2.35,1,2018-05-31,Alto Tietê
Q Transf Guaió,0,1,2018-05-31,Alto Tietê
Q Rev.Capiv.,0.42,2,2018-05-31,Guarapiranga
Q Rev.Taquac.,0,2,2018-05-31,Guarapiranga
Q RP-RG,1.8,4,2018-05-31,Rio Grande
Q Guarat.,0.36,5,2018-05-31,Rio Claro
Q PS-SC,4.07,0,2018-06-30,Cantareira
Q EEAB Bir,2.31,1,2018-06-30,Alto Tietê
Q RG-Taiaçupeba,2.8,1,2018-06-30,Alto Tietê
Q Transf Guaió,0.45,1,2018-06-30,Alto Tietê
Q Rev.Capiv.,0.58,2,2018-06-30,Guarapiranga
Q Rev.Taquac.,0,2,2018-06-30,Guarapiranga
Q RP-RG,3.6,4,2018-06-30,Rio Grande
Q Guarat.,0.484,5,2018-06-30,Rio Claro
Q PS-SC,8.12,0,2018-07-31,Cantareira
Q EEAB Bir,2.08,1,2018-07-31,Alto Tietê
Q RG-Taiaçupeba,2.46,1,2018-07-31,Alto Tietê
Q Transf Guaió,0.15,1,2018-07-31,Alto Tietê
Q Rev.Capiv.,1.15,2,2018-07-31,Guarapiranga
Q Rev.Taquac.,4.05,2,2018-07-31,Guarapiranga
Q RP-RG,5.4,4,2018-07-31,Rio Grande
Q Guarat.,0.484,5,2018-07-31,Rio Claro
Q PS-SC,8,0,2018-08-31,Cantareira
Q EEAB Bir,4.05,1,2018-08-31,Alto Tietê
Q RG-Taiaçupeba,2.7,1,2018-08-31,Alto Tietê
Q Transf Guaió,0.35,1,2018-08-31,Alto Tietê
Q Rev.Capiv.,0.96,2,2018-08-31,Guarapiranga
Q Rev.Taquac.,0,2,2018-08-31,Guarapiranga
Q RP-RG,5.4,4,2018-08-31,Rio Grande
Q Guarat.,0.48,5,2018-08-31,Rio Claro
Q PS-SC,7.86,0,2018-09-30,Cantareira
Q EEAB Bir,8.56,1,2018-09-30,Alto Tietê
Q RG-Taiaçupeba,2.7,1,2018-09-30,Alto Tietê
Q Transf Guaió,0.34,1,2018-09-30,Alto Tietê
Q Rev.Capiv.,1.4,2,2018-09-30,Guarapiranga
Q Rev.Taquac.,4.05,2,2018-09-30,Guarapiranga
Q RP-RG,5.15,4,2018-09-30,Rio Grande
Q Guarat.,0.344,5,2018-09-30,Rio Claro
Q PS-SC,7.651,0,2018-10-31,Cantareira
Q EEAB Bir,6.03,1,2018-10-31,Alto Tietê
Q RG-Taiaçupeba,2.7,1,2018-10-31,Alto Tietê
Q Transf Guaió,0.508,1,2018-10-31,Alto Tietê
Q Rev.Capiv.,1.15,2,2018-10-31,Guarapiranga
Q Rev.Taquac.,4.05,2,2018-10-31,Guarapiranga
Q RP-RG,1.76,4,2018-10-31,Rio Grande
Q Guarat.,0,5,2018-10-31,Rio Claro
Q PS-SC,6.489,0,2018-11-30,Cantareira
Q EEAB Bir,6.13,1,2018-11-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2018-11-30,Alto Tietê
Q Transf Guaió,0.33,1,2018-11-30,Alto Tietê
Q Rev.Capiv.,1.15,2,2018-11-30,Guarapiranga
Q Rev.Taquac.,2.05,2,2018-11-30,Guarapiranga
Q RP-RG,1.76,4,2018-11-30,Rio Grande
Q Guarat.,0,5,2018-11-30,Rio Claro
Q PS-SC,5.217,0,2018-12-31,Cantareira
Q EEAB Bir,4.86,1,2018-12-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2018-12-31,Alto Tietê
Q Transf Guaió,0.35,1,2018-12-31,Alto Tietê
Q Rev.Capiv.,1.15,2,2018-12-31,Guarapiranga
Q Rev.Taquac.,0,2,2018-12-31,Guarapiranga
Q RP-RG,0,4,2018-12-31,Rio Grande
Q Guarat.,0,5,2018-12-31,Rio Claro
Q PS-SC,5.22,0,2019-01-31,Cantareira
Q EEAB Bir,5.67,1,2019-01-31,Alto Tietê
Q RG-Taiaçupeba,2.9,1,2019-01-31,Alto Tietê
Q Transf Guaió,0.34,1,2019-01-31,Alto Tietê
Q Rev.Capiv.,1.15,2,2019-01-31,Guarapiranga
Q Rev.Taquac.,2.27,2,2019-01-31,Guarapiranga
Q RP-RG,0,4,2019-01-31,Rio Grande
Q Guarat.,0,5,2019-01-31,Rio Claro
Q PS-SC,5.465,0,2019-02-28,Cantareira
Q EEAB Bir,0,1,2019-02-28,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-02-28,Alto Tietê
Q Transf Guaió,0,1,2019-02-28,Alto Tietê
Q Rev.Capiv.,0,2,2019-02-28,Guarapiranga
Q Rev.Taquac.,0,2,2019-02-28,Guarapiranga
Q RP-RG,0,4,2019-02-28,Rio Grande
Q Guarat.,0.161,5,2019-02-28,Rio Claro
Q PS-SC,5.435,0,2019-03-31,Cantareira
Q EEAB Bir,0,1,2019-03-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-03-31,Alto Tietê
Q Transf Guaió,0,1,2019-03-31,Alto Tietê
Q Rev.Capiv.,0,2,2019-03-31,Guarapiranga
Q Rev.Taquac.,0,2,2019-03-31,Guarapiranga
Q RP-RG,0,4,2019-03-31,Rio Grande
Q Guarat.,0.472,5,2019-03-31,Rio Claro
Q PS-SC,5.36,0,2019-04-30,Cantareira
Q EEAB Bir,0,1,2019-04-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-04-30,Alto Tietê
Q Transf Guaió,0,1,2019-04-30,Alto Tietê
Q Rev.Capiv.,0,2,2019-04-30,Guarapiranga
Q Rev.Taquac.,0,2,2019-04-30,Guarapiranga
Q RP-RG,0,4,2019-04-30,Rio Grande
Q Guarat.,0,5,2019-04-30,Rio Claro
Q PS-SC,3.68,0,2019-05-31,Cantareira
Q EEAB Bir,0,1,2019-05-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-05-31,Alto Tietê
Q Transf Guaió,0,1,2019-05-31,Alto Tietê
Q Rev.Capiv.,0,2,2019-05-31,Guarapiranga
Q Rev.Taquac.,0,2,2019-05-31,Guarapiranga
Q RP-RG,0,4,2019-05-31,Rio Grande
Q Guarat.,0,5,2019-05-31,Rio Claro
Q PS-SC,0,0,2019-06-30,Cantareira
Q EEAB Bir,0,1,2019-06-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-06-30,Alto Tietê
Q Transf Guaió,0,1,2019-06-30,Alto Tietê
Q Rev.Capiv.,0,2,2019-06-30,Guarapiranga
Q Rev.Taquac.,0,2,2019-06-30,Guarapiranga
Q RP-RG,0,4,2019-06-30,Rio Grande
Q Guarat.,0,5,2019-06-30,Rio Claro
Q PS-SC,5.29,0,2019-07-31,Cantareira
Q EEAB Bir,1.38,1,2019-07-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-07-31,Alto Tietê
Q Transf Guaió,0,1,2019-07-31,Alto Tietê
Q Rev.Capiv.,0,2,2019-07-31,Guarapiranga
Q Rev.Taquac.,0,2,2019-07-31,Guarapiranga
Q RP-RG,0,4,2019-07-31,Rio Grande
Q Guarat.,0,5,2019-07-31,Rio Claro
Q PS-SC,5.114,0,2019-08-31,Cantareira
Q EEAB Bir,3.977,1,2019-08-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-08-31,Alto Tietê
Q Transf Guaió,0,1,2019-08-31,Alto Tietê
Q Rev.Capiv.,0,2,2019-08-31,Guarapiranga
Q Rev.Taquac.,0,2,2019-08-31,Guarapiranga
Q RP-RG,0,4,2019-08-31,Rio Grande
Q Guarat.,0,5,2019-08-31,Rio Claro
Q PS-SC,3.538,0,2019-09-30,Cantareira
Q EEAB Bir,5.73,1,2019-09-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-09-30,Alto Tietê
Q Transf Guaió,0,1,2019-09-30,Alto Tietê
Q Rev.Capiv.,0,2,2019-09-30,Guarapiranga
Q Rev.Taquac.,0,2,2019-09-30,Guarapiranga
Q RP-RG,0,4,2019-09-30,Rio Grande
Q Guarat.,0,5,2019-09-30,Rio Claro
Q PS-SC,5.104,0,2019-10-31,Cantareira
Q EEAB Bir,6.29,1,2019-10-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-10-31,Alto Tietê
Q Transf Guaió,0,1,2019-10-31,Alto Tietê
Q Rev.Capiv.,0,2,2019-10-31,Guarapiranga
Q Rev.Taquac.,0,2,2019-10-31,Guarapiranga
Q RP-RG,0,4,2019-10-31,Rio Grande
Q Guarat.,0,5,2019-10-31,Rio Claro
Q PS-SC,4.553,0,2019-11-30,Cantareira
Q EEAB Bir,8.22,1,2019-11-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-11-30,Alto Tietê
Q Transf Guaió,0,1,2019-11-30,Alto Tietê
Q Rev.Capiv.,1.433,2,2019-11-30,Guarapiranga
Q Rev.Taquac.,0,2,2019-11-30,Guarapiranga
Q RP-RG,0,4,2019-11-30,Rio Grande
Q Guarat.,0,5,2019-11-30,Rio Claro
Q PS-SC,5.059,0,2019-12-31,Cantareira
Q EEAB Bir,6.378,1,2019-12-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2019-12-31,Alto Tietê
Q Transf Guaió,0,1,2019-12-31,Alto Tietê
Q Rev.Capiv.,0.61,2,2019-12-31,Guarapiranga
Q Rev.Taquac.,0,2,2019-12-31,Guarapiranga
Q RP-RG,0,4,2019-12-31,Rio Grande
Q Guarat.,0,5,2019-12-31,Rio Claro
Q PS-SC,5.007,0,2020-01-31,Cantareira
Q EEAB Bir,2.49,1,2020-01-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-01-31,Alto Tietê
Q Transf Guaió,0,1,2020-01-31,Alto Tietê
Q Rev.Capiv.,0,2,2020-01-31,Guarapiranga
Q Rev.Taquac.,0,2,2020-01-31,Guarapiranga
Q RP-RG,0,4,2020-01-31,Rio Grande
Q Guarat.,0,5,2020-01-31,Rio Claro
Q PS-SC,5.116,0,2020-02-29,Cantareira
Q EEAB Bir,1.97,1,2020-02-29,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-02-29,Alto Tietê
Q Transf Guaió,0,1,2020-02-29,Alto Tietê
Q Rev.Capiv.,0,2,2020-02-29,Guarapiranga
Q Rev.Taquac.,0,2,2020-02-29,Guarapiranga
Q RP-RG,0,4,2020-02-29,Rio Grande
Q Guarat.,0,5,2020-02-29,Rio Claro
Q PS-SC,0,0,2020-03-31,Cantareira
Q EEAB Bir,6.13,1,2020-03-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-03-31,Alto Tietê
Q Transf Guaió,0,1,2020-03-31,Alto Tietê
Q Rev.Capiv.,0,2,2020-03-31,Guarapiranga
Q Rev.Taquac.,0,2,2020-03-31,Guarapiranga
Q RP-RG,0,4,2020-03-31,Rio Grande
Q Guarat.,0,5,2020-03-31,Rio Claro
Q PS-SC,0,0,2020-04-30,Cantareira
Q EEAB Bir,4.63,1,2020-04-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-04-30,Alto Tietê
Q Transf Guaió,0,1,2020-04-30,Alto Tietê
Q Rev.Capiv.,0.72,2,2020-04-30,Guarapiranga
Q Rev.Taquac.,0,2,2020-04-30,Guarapiranga
Q RP-RG,0,4,2020-04-30,Rio Grande
Q Guarat.,0,5,2020-04-30,Rio Claro
Q PS-SC,8.162,0,2020-05-31,Cantareira
Q EEAB Bir,4.28,1,2020-05-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-05-31,Alto Tietê
Q Transf Guaió,0,1,2020-05-31,Alto Tietê
Q Rev.Capiv.,1.15,2,2020-05-31,Guarapiranga
Q Rev.Taquac.,3.55,2,2020-05-31,Guarapiranga
Q RP-RG,1.8,4,2020-05-31,Rio Grande
Q Guarat.,0.322,5,2020-05-31,Rio Claro
Q PS-SC,8.052,0,2020-06-30,Cantareira
Q EEAB Bir,2.89,1,2020-06-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-06-30,Alto Tietê
Q Transf Guaió,0,1,2020-06-30,Alto Tietê
Q Rev.Capiv.,1.43,2,2020-06-30,Guarapiranga
Q Rev.Taquac.,0,2,2020-06-30,Guarapiranga
Q RP-RG,0,4,2020-06-30,Rio Grande
Q Guarat.,0.245,5,2020-06-30,Rio Claro
Q PS-SC,7.959,0,2020-07-31,Cantareira
Q EEAB Bir,7.107,1,2020-07-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-07-31,Alto Tietê
Q Transf Guaió,0,1,2020-07-31,Alto Tietê
Q Rev.Capiv.,1.215,2,2020-07-31,Guarapiranga
Q Rev.Taquac.,0,2,2020-07-31,Guarapiranga
Q RP-RG,1.8,4,2020-07-31,Rio Grande
Q Guarat.,0.373,5,2020-07-31,Rio Claro
Q PS-SC,7.785,0,2020-08-31,Cantareira
Q EEAB Bir,5.168,1,2020-08-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-08-31,Alto Tietê
Q Transf Guaió,0,1,2020-08-31,Alto Tietê
Q Rev.Capiv.,0.7,2,2020-08-31,Guarapiranga
Q Rev.Taquac.,2,2,2020-08-31,Guarapiranga
Q RP-RG,1.8,4,2020-08-31,Rio Grande
Q Guarat.,0,5,2020-08-31,Rio Claro
Q PS-SC,7.606,0,2020-09-30,Cantareira
Q EEAB Bir,5.056,1,2020-09-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-09-30,Alto Tietê
Q Transf Guaió,0,1,2020-09-30,Alto Tietê
Q Rev.Capiv.,0.525,2,2020-09-30,Guarapiranga
Q Rev.Taquac.,4.02,2,2020-09-30,Guarapiranga
Q RP-RG,1.8,4,2020-09-30,Rio Grande
Q Guarat.,0.505,5,2020-09-30,Rio Claro
Q PS-SC,4.947,0,2020-10-31,Cantareira
Q EEAB Bir,6.303,1,2020-10-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-10-31,Alto Tietê
Q Transf Guaió,0,1,2020-10-31,Alto Tietê
Q Rev.Capiv.,1.32,2,2020-10-31,Guarapiranga
Q Rev.Taquac.,2.68,2,2020-10-31,Guarapiranga
Q RP-RG,0,4,2020-10-31,Rio Grande
Q Guarat.,0,5,2020-10-31,Rio Claro
Q PS-SC,2.56,0,2020-11-30,Cantareira
Q EEAB Bir,8.45,1,2020-11-30,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-11-30,Alto Tietê
Q Transf Guaió,0,1,2020-11-30,Alto Tietê
Q Rev.Capiv.,1.37,2,2020-11-30,Guarapiranga
Q Rev.Taquac.,3.63,2,2020-11-30,Guarapiranga
Q RP-RG,0,4,2020-11-30,Rio Grande
Q Guarat.,0.426,5,2020-11-30,Rio Claro
Q PS-SC,0,0,2020-12-31,Cantareira
Q EEAB Bir,8.56,1,2020-12-31,Alto Tietê
Q RG-Taiaçupeba,0,1,2020-12-31,Alto Tietê
Q Transf Guaió,0,1,2020-12-31,Alto Tietê
Q Rev.Capiv.,1.433,2,2020-12-31,Guarapiranga
Q Rev.Taquac.,3.857,2,2020-12-31,Guarapiranga
